ID,CaseNumber,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10000115,HY190036,3/18/2015 21:00,069XX S LOOMIS BLVD,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,FALSE,FALSE,734,7,17,67,6,1168192,1858832,2015,2/10/2018 15:50,41.76816741,-87.6590538,"(41.768167414, -87.659053795)"
10000116,HY190063,3/18/2015 22:56,105XX S LAFAYETTE AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,TRUE,FALSE,512,5,34,49,24,1177790,1835106,2015,2/10/2018 15:50,41.70284845,-87.62458893,"(41.70284845, -87.624588931)"
10000117,HY190068,3/18/2015 22:45,087XX S KIMBARK AVE,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,412,4,8,48,6,1186312,1847473,2015,2/10/2018 15:50,41.73658821,-87.59299436,"(41.736588206, -87.59299436)"
10000118,HY190031,3/18/2015 22:00,075XX S STONY ISLAND AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,411,4,5,43,6,1188123,1855151,2015,2/10/2018 15:50,41.75761443,-87.58611527,"(41.757614433, -87.586115266)"
10581023,HZ329792,9/1/2014 8:00,0000X E LAKE ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,OTHER,TRUE,FALSE,111,1,42,32,12,,,2014,3/1/2018 15:52,,,
10000119,HY190072,3/18/2015 23:55,054XX N KENMORE AVE,320,ROBBERY,STRONGARM - NO WEAPON,OTHER,FALSE,FALSE,2023,20,48,77,3,1168270,1936260,2015,2/10/2018 15:50,41.98063416,-87.65653,"(41.980634157, -87.656529996)"
10000120,HY190073,3/18/2015 23:40,078XX S CREGIER AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,FALSE,414,4,8,43,04B,1189564,1853354,2015,2/10/2018 15:50,41.75264884,-87.58089187,"(41.752648838, -87.580891872)"
10000123,HY189969,3/18/2015 21:44,0000X N CENTRAL AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1513,15,29,25,15,1139051,1899715,2015,2/10/2018 15:50,41.88093404,-87.76487944,"(41.880934043, -87.764879438)"
10000124,HY190060,3/18/2015 23:30,024XX S BELL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1034,10,25,31,08B,1161687,1887883,2015,2/10/2018 15:50,41.8480244,-87.68209088,"(41.848024395, -87.682090877)"
10000126,HY190035,3/18/2015 22:45,003XX E 59TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,232,2,20,40,08B,1179208,1865959,2015,2/10/2018 15:50,41.78748054,-87.61845802,"(41.787480544, -87.618458018)"
10000127,HY190027,3/18/2015 22:33,091XX S RACINE AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,2222,22,21,73,08A,1169928,1844242,2015,2/10/2018 15:50,41.72809296,-87.65311332,"(41.72809296, -87.653113317)"
10000129,HY190096,3/19/2015 1:20,078XX S EMERALD AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,621,6,17,71,08B,1172661,1852870,2015,2/10/2018 15:50,41.75170964,-87.64284824,"(41.751709641, -87.642848244)"
10000130,HY190003,3/18/2015 21:59,086XX S CARPENTER ST,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,613,6,21,71,04B,1170826,1847542,2015,2/10/2018 15:50,41.7371291,-87.64972776,"(41.737129104, -87.649727762)"
10000131,HY190101,3/19/2015 1:28,022XX E 103RD ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,434,4,10,51,26,1192874,1837123,2015,2/10/2018 15:50,41.70802939,-87.56929028,"(41.708029389, -87.569290282)"
10000133,HY190085,3/19/2015 0:05,057XX S WESTERN AVE,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,FALSE,FALSE,824,8,16,63,3,1161348,1866644,2015,2/10/2018 15:50,41.78974911,-87.68392414,"(41.789749112, -87.683924139)"
10000134,HY190091,3/19/2015 0:35,041XX W BELMONT AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FACTORY/MANUFACTURING BUILDING,TRUE,FALSE,1731,17,31,16,14,1148335,1920959,2015,2/10/2018 15:50,41.93905588,-87.7302404,"(41.939055884, -87.730240399)"
10000135,HY190087,3/19/2015 0:30,119XX S HALSTED ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,FALSE,FALSE,524,5,34,53,3,1173139,1825780,2015,2/10/2018 15:50,41.67736022,-87.64189382,"(41.67736022, -87.641893815)"
10000137,HY190051,3/18/2015 22:45,064XX S EVANS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,312,3,20,42,14,1182328,1862419,2015,2/10/2018 15:50,41.7776947,-87.60712805,"(41.777694703, -87.607128049)"
10000138,HY190094,3/19/2015 0:50,022XX S PRINCETON AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,FALSE,FALSE,914,9,25,34,04B,1174557,1889682,2015,2/10/2018 15:50,41.85268345,-87.63480401,"(41.852683454, -87.634804012)"
10000139,HY190098,3/19/2015 1:15,035XX W CERMAK RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1024,10,22,30,18,1153173,1889153,2015,2/10/2018 15:50,41.85168235,-87.71330413,"(41.85168235, -87.713304129)"
10000142,HY190058,3/18/2015 23:35,095XX S MERRION AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,FALSE,431,4,7,51,2,1192651,1842233,2015,2/10/2018 15:50,41.72205717,-87.56994099,"(41.722057171, -87.569940988)"
10000143,HY190100,3/19/2015 2:00,066XX S ELLIS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,321,3,5,42,08B,1184029,1861269,2015,2/10/2018 15:50,41.77449941,-87.60092814,"(41.774499411, -87.600928136)"
10000145,HY190099,3/19/2015 1:19,080XX S NORMAL AVE,3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,SIDEWALK,TRUE,FALSE,621,6,21,44,24,1174359,1851606,2015,2/10/2018 15:50,41.7482035,-87.63666339,"(41.748203504, -87.636663391)"
10000146,HY190103,3/19/2015 1:50,075XX S DOBSON AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,624,6,8,69,3,1184528,1855208,2015,2/10/2018 15:50,41.75785578,-87.59928852,"(41.757855777, -87.599288522)"
10000147,HY190102,3/19/2015 1:00,078XX S EXCHANGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,421,4,7,43,08B,1197041,1853462,2015,2/10/2018 15:50,41.75276249,-87.55348873,"(41.752762491, -87.553488733)"
10000148,HY190122,3/19/2015 2:45,001XX S SPRINGFIELD AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,TRUE,FALSE,1122,11,28,26,18,1150409,1899258,2015,2/10/2018 15:50,41.87946597,-87.72318519,"(41.87946597, -87.72318519)"
10000149,HY190082,3/19/2015 0:15,019XX N HOYNE AVE,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1434,14,32,22,08B,1162044,1913082,2015,2/10/2018 15:50,41.91716518,-87.6800767,"(41.917165184, -87.680076699)"
10000151,HY190115,3/19/2015 2:26,029XX N DAWSON AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1412,14,35,21,9,1153483,1919503,2015,2/10/2018 15:50,41.93495957,-87.71135886,"(41.934959567, -87.711358856)"
10000153,HY189345,3/18/2015 12:20,091XX S UNIVERSITY AVE,483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,413,4,8,47,04B,1185475,1844606,2015,2/10/2018 15:50,41.72874056,-87.59615078,"(41.728740563, -87.596150779)"
10000155,HY190125,3/19/2015 2:30,008XX E 65TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,312,3,20,42,08B,1183157,1862099,2015,2/10/2018 15:50,41.77679734,-87.60409891,"(41.776797342, -87.604098905)"
10000158,HY190061,3/18/2015 23:20,060XX S AUSTIN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,FALSE,FALSE,812,8,23,64,14,1137437,1863806,2015,2/10/2018 15:50,41.7824233,-87.77166814,"(41.782423303, -87.771668137)"
10000159,HY190043,3/18/2015 23:00,057XX N KENMORE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2022,20,48,77,04B,1168207,1938358,2015,2/10/2018 15:50,41.98639249,-87.65670073,"(41.986392486, -87.656700734)"
10000160,HY190116,3/18/2015 15:00,068XX S DANTE AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,332,3,5,43,04B,1187137,1860030,2015,2/10/2018 15:50,41.77102629,-87.58957417,"(41.771026291, -87.589574167)"
10000161,HY190135,3/18/2015 4:00,066XX S JEFFERY DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,331,3,5,42,7,1190931,1861403,2015,2/10/2018 15:50,41.77470303,-87.57562264,"(41.774703033, -87.575622642)"
10000163,HY190083,3/18/2015 23:46,083XX S STONY ISLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,412,4,8,45,18,1188253,1850180,2015,2/10/2018 15:50,41.74397044,-87.58579712,"(41.743970443, -87.585797123)"
10000164,HY190123,3/19/2015 2:55,031XX W 44TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,FALSE,FALSE,922,9,14,58,14,1156338,1875302,2015,2/10/2018 15:50,41.81361022,-87.70206131,"(41.813610224, -87.702061305)"
10000166,HY190133,3/19/2015 3:00,014XX E 70TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,332,3,5,43,08B,1186981,1858867,2015,2/10/2018 15:50,41.76783862,-87.59018283,"(41.767838617, -87.590182832)"
10000169,HY190064,3/12/2015 10:00,007XX N CENTRAL AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1524,15,37,25,08A,1138890,1904410,2015,2/10/2018 15:50,41.89382065,-87.76535652,"(41.893820645, -87.765356519)"
10000170,HY190136,3/19/2015 3:51,002XX N MAYFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1512,15,29,25,08B,1137120,1901058,2015,2/10/2018 15:50,41.88465429,-87.77193779,"(41.884654292, -87.771937787)"
10000171,HY190088,3/18/2015 14:30,020XX N CLARK ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,FALSE,FALSE,1814,18,43,7,2,1173852,1913957,2015,2/10/2018 15:50,41.91931122,-87.63666824,"(41.919311217, -87.636668238)"
10000172,HY190131,3/19/2015 1:30,072XX S CONSTANCE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,324,3,5,43,5,1189623,1857463,2015,2/10/2018 15:50,41.76392288,-87.5805439,"(41.763922875, -87.5805439)"
10000173,HY190120,3/19/2015 2:35,075XX S DANTE AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,TRUE,FALSE,411,4,5,43,04A,1187181,1855264,2015,2/10/2018 15:50,41.75794692,-87.58956394,"(41.757946916, -87.589563944)"
10000176,HY190142,3/19/2015 4:00,069XX W ARCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,DRUG STORE,FALSE,FALSE,811,8,23,56,14,1131121,1867291,2015,2/10/2018 15:50,41.79209768,-87.79474491,"(41.79209768, -87.794744914)"
10000178,HY190144,3/19/2015 3:34,009XX W 75TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,733,7,17,68,26,1171162,1855268,2015,2/10/2018 15:50,41.75832294,-87.6482714,"(41.758322944, -87.648271397)"
10000179,HY190111,3/19/2015 2:05,051XX W CHICAGO AVE,460,BATTERY,SIMPLE,GAS STATION,TRUE,FALSE,1531,15,37,25,08B,1141741,1904839,2015,2/10/2018 15:50,41.89494561,-87.75487498,"(41.894945606, -87.754874977)"
10000180,HY190143,3/19/2015 4:29,044XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1623,16,45,15,14,1141634,1928858,2015,2/10/2018 15:50,41.96085819,-87.75467262,"(41.96085819, -87.754672619)"
10000182,HY190084,3/18/2015 23:35,023XX W 47TH ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,924,9,12,61,3,1161542,1873450,2015,2/10/2018 15:50,41.80842162,-87.683024,"(41.808421621, -87.683023997)"
10000184,HY190139,3/19/2015 3:11,045XX W DEMING PL,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,TRUE,FALSE,2521,25,31,20,5,1145724,1916657,2015,2/10/2018 15:50,41.9273008,-87.73994604,"(41.927300801, -87.739946037)"
10000185,HY190119,3/19/2015 2:31,037XX W CHICAGO AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,1112,11,27,23,04B,1151389,1905083,2015,2/10/2018 15:50,41.8954312,-87.71943374,"(41.895431204, -87.71943374)"
10000186,HY190093,3/19/2015 0:09,0000X W OAK ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,1832,18,42,8,15,1175558,1907139,2015,2/10/2018 15:50,41.90056412,-87.63060547,"(41.90056412, -87.630605473)"
10000188,HY190076,3/19/2015 0:01,004XX W 70TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,732,7,6,68,08B,1174724,1858517,2015,2/10/2018 15:50,41.76716,-87.63512038,"(41.767160003, -87.635120381)"
10000190,HY190026,3/18/2015 22:30,035XX W CARROLL AVE,810,THEFT,OVER $500,OTHER,FALSE,TRUE,1123,11,28,27,6,1152754,1902171,2015,2/10/2018 15:50,41.88741347,-87.71449753,"(41.887413474, -87.714497528)"
10000191,HY190013,3/18/2015 22:15,038XX S WOOD ST,1020,ARSON,BY FIRE,STREET,FALSE,FALSE,912,9,11,59,9,1164984,1879229,2015,2/10/2018 15:50,41.82420768,-87.67023594,"(41.824207682, -87.670235939)"
10000194,HY190147,3/19/2015 4:38,033XX W DIVERSEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1412,14,35,22,08B,1153733,1918424,2015,2/10/2018 15:50,41.93199373,-87.7104689,"(41.931993727, -87.710468903)"
10000196,HY190106,3/19/2015 0:30,107XX S HALSTED ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,2233,22,34,75,04B,1172884,1833731,2015,2/10/2018 15:50,41.69918463,-87.64259383,"(41.699184632, -87.642593834)"
10000197,HY190067,3/18/2015 23:20,046XX S INDIANA AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,215,2,3,38,04B,1178377,1874403,2015,2/10/2018 15:50,41.81067058,-87.62124844,"(41.81067058, -87.621248438)"
10000199,HY190149,3/19/2015 2:00,039XX W LAWRENCE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1712,17,39,14,6,1149072,1931603,2015,2/10/2018 15:50,41.96824958,-87.72725505,"(41.968249578, -87.727255053)"
10000200,HY189240,3/10/2015 8:00,002XX E PERSHING RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,212,2,3,35,26,1178744,1879190,2015,2/10/2018 15:50,41.82379815,-87.61975652,"(41.823798151, -87.619756522)"
10000201,HY190159,3/18/2015 20:00,082XX S MOZART ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,835,8,18,70,6,1158810,1849882,2015,2/10/2018 15:50,41.74380392,-87.69368736,"(41.743803922, -87.693687357)"
10000202,HY190090,3/19/2015 0:35,052XX S CORNELL AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,234,2,4,41,3,1188049,1870822,2015,2/10/2018 15:50,41.80061868,-87.58588726,"(41.80061868, -87.585887262)"
10000203,HY190151,3/19/2015 1:00,020XX N PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2525,25,30,20,14,1149380,1913410,2015,2/10/2018 15:50,41.91832052,-87.72659605,"(41.918320523, -87.726596048)"
10000204,HY190086,3/18/2015 17:00,001XX W RANDOLPH ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,122,1,42,32,08A,1174851,1901269,2015,2/10/2018 15:50,41.88447238,-87.63337818,"(41.884472382, -87.633378182)"
10000205,HY190141,3/18/2015 17:30,057XX S INDIANA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,232,2,20,40,7,1178578,1867009,2015,2/10/2018 15:50,41.7903762,-87.62073603,"(41.790376197, -87.620736031)"
10000207,HY189272,3/18/2015 12:20,077XX S OGLESBY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,414,4,7,43,08B,1193210,1854136,2015,2/10/2018 15:50,41.75470643,-87.56750552,"(41.754706432, -87.567505523)"
10000208,HY190156,3/19/2015 5:30,048XX S KEDVALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,815,8,14,57,08B,1149512,1872176,2015,2/10/2018 15:50,41.8051669,-87.72718068,"(41.805166896, -87.727180679)"
10000209,HY189415,3/17/2015 12:00,014XX W 77TH ST,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,612,6,17,71,6,1168120,1853688,2015,2/10/2018 15:50,41.75405315,-87.65946541,"(41.754053145, -87.659465414)"
10000211,HY189397,3/18/2015 13:45,017XX N ASHLAND AVE,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,1433,14,32,24,08A,1165406,1911675,2015,2/10/2018 15:50,41.91323335,-87.66776484,"(41.913233349, -87.66776484)"
10000212,HY189315,3/18/2015 12:50,015XX W 80TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,612,6,21,71,08B,1167549,1851682,2015,2/10/2018 15:50,41.74856066,-87.66161534,"(41.748560656, -87.661615335)"
10000216,HY189182,3/17/2015 19:30,033XX W FULLERTON AVE,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,1413,14,35,22,6,1153474,1915753,2015,2/10/2018 15:50,41.92466945,-87.71149188,"(41.924669446, -87.711491883)"
10000219,HY190166,3/18/2015 19:00,009XX S WABASH AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,123,1,2,32,6,1176929,1896154,2015,2/10/2018 15:50,41.87038976,-87.6259024,"(41.870389764, -87.625902397)"
10000220,HY190152,3/19/2015 5:00,036XX W 60TH PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,823,8,13,65,7,1153203,1864251,2015,2/10/2018 15:50,41.78334731,-87.71385293,"(41.783347308, -87.713852929)"
10000227,HY190155,3/19/2015 4:52,035XX S WASHTENAW AVE,650,BURGLARY,HOME INVASION,APARTMENT,FALSE,FALSE,911,9,12,58,5,1158945,1880891,2015,2/10/2018 15:50,41.82889417,-87.69234566,"(41.828894171, -87.692345655)"
10000233,HY189165,3/18/2015 10:45,042XX W MADISON ST,460,BATTERY,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,1115,11,28,26,08B,1148070,1899674,2015,2/10/2018 15:50,41.88065283,-87.731763,"(41.88065283, -87.731763004)"
10000234,HY190158,3/19/2015 5:50,033XX W MAYPOLE AVE,820,THEFT,$500 AND UNDER,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,1123,11,28,27,6,1154061,1900783,2015,2/10/2018 15:50,41.8835787,-87.70973485,"(41.883578698, -87.709734846)"
10000239,HY189270,3/11/2015 0:01,044XX W CONGRESS PKWY,610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,FALSE,FALSE,1131,11,24,26,5,1146931,1897323,2015,2/10/2018 15:50,41.87422324,-87.73600543,"(41.874223242, -87.736005434)"
10000241,HY188049,3/15/2015 20:45,014XX N HARDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2535,25,30,23,14,1149786,1909239,2015,2/10/2018 15:50,41.90686701,-87.72521302,"(41.90686701, -87.725213018)"
10000257,HY190157,3/19/2015 5:20,078XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,624,6,6,69,6,1182925,1853122,2015,2/10/2018 15:50,41.75216896,-87.60522797,"(41.75216896, -87.605227966)"
10000258,HY189245,3/13/2015 15:00,078XX S BURNHAM AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,421,4,7,43,26,1196083,1853483,2015,2/10/2018 15:50,41.75284389,-87.55699864,"(41.752843891, -87.556998643)"
10000267,HY190175,3/19/2015 7:05,069XX S TALMAN AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,831,8,18,66,18,1159903,1858628,2015,2/10/2018 15:50,41.76778191,-87.68944264,"(41.76778191, -87.689442638)"
10000268,HY189169,3/18/2015 9:00,077XX S DREXEL AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,624,6,6,69,5,1183574,1853884,2015,2/10/2018 15:50,41.75424487,-87.60282598,"(41.75424487, -87.602825983)"
10000275,HY190183,3/18/2015 12:00,008XX E 79TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,624,6,8,44,11,1183359,1852811,2015,2/10/2018 15:50,41.75130545,-87.60364723,"(41.751305454, -87.60364723)"
10000280,HY190195,3/19/2015 7:55,052XX S KEELER AVE,810,THEFT,OVER $500,OTHER,FALSE,FALSE,815,8,23,62,6,1149253,1869549,2015,2/10/2018 15:50,41.79796302,-87.72819843,"(41.797963022, -87.728198426)"
10000284,HY190189,3/18/2015 17:00,016XX W PRATT BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,FALSE,FALSE,2432,24,49,1,14,1164115,1945239,2015,2/10/2018 15:50,42.00536186,-87.6715554,"(42.005361858, -87.671555401)"
10000290,HY190191,3/18/2015 16:00,005XX N MAY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1214,12,27,24,14,1168726,1903762,2015,2/10/2018 15:50,41.89144824,-87.65579755,"(41.891448235, -87.65579755)"
10000299,HY189997,3/18/2015 21:15,111XX S SANGAMON ST,820,THEFT,$500 AND UNDER,STREET,FALSE,TRUE,2234,22,34,75,6,1171972,1831054,2015,2/10/2018 15:50,41.69185855,-87.64601138,"(41.691858549, -87.646011379)"
10000305,HY190171,3/19/2015 7:00,0000X W MONROE ST,453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,DRUG STORE,FALSE,FALSE,112,1,42,32,04B,1175721,1899903,2015,2/10/2018 15:50,41.88070448,-87.63022456,"(41.880704482, -87.630224558)"
10000307,HY190210,3/19/2015 7:45,069XX S THROOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,734,7,17,67,14,1168859,1858667,2015,2/10/2018 15:50,41.76770026,-87.65661368,"(41.767700258, -87.656613683)"
10000312,HY190164,3/19/2015 6:07,0000X W 87TH ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,634,6,21,44,6,1176822,1847277,2015,2/10/2018 15:50,41.73626912,-87.62776824,"(41.736269116, -87.627768243)"
10000324,HY190190,3/19/2015 7:20,061XX N KEDZIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2413,24,50,2,08B,1153910,1940760,2015,2/10/2018 15:50,41.99328159,-87.70922059,"(41.993281593, -87.709220588)"
